episode,ply,player,kind,intent,from_x,from_y,to_x,to_y,drop_type,capture_value,gives_check,status,winner,timed_out,reward,target,value_before,value_after
1,257,B,0,0,8,1,8,2,0,0,0,ongoing,-,0,-0.024707,-0.033493,0.010491,0.009248
1,258,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.012588,-0.019266,0.008435,0.007029
1,259,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001220,-0.008860,0.006532,0.008042
1,260,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.020602,-0.031167,0.007766,0.011122
1,261,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.006267,0.000492,0.010399,0.006078
1,262,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.017010,0.009501,0.005900,0.007904
1,263,B,0,0,8,2,8,3,0,0,0,ongoing,-,0,-0.024747,-0.031153,0.007969,0.006744
1,264,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.012628,-0.017072,0.006017,0.004677
1,265,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001260,-0.006680,0.004261,0.005705
1,266,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.020642,-0.029028,0.005508,0.008828
1,267,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.006227,0.002467,0.008184,0.003958
1,268,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016970,0.011475,0.003854,0.005785
1,269,B,0,1,8,3,8,4,0,0,0,ongoing,-,0,-0.024787,-0.029263,0.005922,0.004712
1,270,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.012668,-0.015298,0.004055,0.002768
1,271,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001300,-0.004919,0.002417,0.003809
1,272,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.020682,-0.027301,0.003676,0.006968
1,273,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.006187,0.004062,0.006387,0.002237
1,274,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016930,0.013068,0.002194,0.004065
1,275,B,0,0,8,4,8,5,0,0,0,ongoing,-,0,-0.024827,-0.027738,0.004263,0.003064
1,276,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.012708,-0.013867,0.002464,0.001219
1,277,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001340,-0.003498,0.000922,0.002272
1,278,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.020722,-0.025908,0.002191,0.005460
1,279,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.006147,0.005348,0.004930,0.000841
1,280,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016890,0.014352,0.000848,0.002672
1,281,B,0,0,8,4,8,3,0,0,0,ongoing,-,0,-0.024867,-0.026509,0.002919,0.001729
1,282,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.012748,-0.012714,0.001175,-0.000037
1,283,B,0,0,8,5,8,6,0,0,0,ongoing,-,0,-0.024880,-0.025358,-0.000291,0.000503
1,284,W,0,0,4,0,5,0,0,0,0,ongoing,-,0,-0.029887,-0.028987,0.000055,-0.000947
1,285,B,0,0,0,0,2,0,0,0,0,ongoing,-,0,0.003607,0.003601,-0.001452,0.000006
1,286,W,0,0,5,0,4,0,0,0,0,ongoing,-,0,-0.017650,-0.020927,0.000096,0.003449
1,287,B,0,0,2,0,1,0,0,0,0,ongoing,-,0,0.168343,0.168655,0.003040,-0.000328
1,288,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.020788,-0.026798,0.002899,0.006326
1,289,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.006080,0.004678,0.005762,0.001475
1,290,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016823,0.013595,0.001455,0.003398
1,291,B,0,0,8,3,8,2,0,0,0,ongoing,-,0,-0.024933,-0.027167,0.003622,0.002352
1,292,W,0,0,3,0,2,1,0,0,0,ongoing,-,0,-0.046940,-0.055622,0.001767,0.009139
1,293,B,0,0,8,2,8,1,0,0,0,ongoing,-,0,-0.024947,-0.029082,0.008041,0.004353
1,294,W,0,0,2,1,3,0,0,0,0,ongoing,-,0,0.190047,0.188964,0.003573,0.001139
1,295,B,0,0,8,1,8,0,0,0,0,ongoing,-,0,-0.025085,-0.028243,0.004767,0.003324
1,296,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.012842,-0.014302,0.002695,0.001537
1,297,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001473,-0.003834,0.001222,0.002484
1,298,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.020855,-0.026563,0.002391,0.006009
1,299,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.006013,0.005084,0.005454,0.000978
1,300,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016757,0.013841,0.000971,0.003070
1,301,B,0,0,8,6,8,7,0,0,0,ongoing,-,0,-0.025000,-0.026788,0.003309,0.001882
1,302,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.012882,-0.013056,0.001305,0.000184
1,303,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001513,-0.002599,-0.000084,0.001143
1,304,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.020895,-0.025354,0.001096,0.004694
1,305,B,0,0,8,7,8,8,0,0,0,ongoing,-,0,-0.025152,-0.029276,0.004185,0.004342
1,306,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,-0.006408,-0.010159,0.003664,0.003948
1,307,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.184085,0.184699,0.003659,-0.000646
1,308,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.012922,-0.014712,0.002941,0.001884
1,309,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001553,-0.004133,0.001554,0.002715
1,310,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.020935,-0.027102,0.002609,0.006491
1,311,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.005933,0.004843,0.005916,0.001148
1,312,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016677,0.013398,0.001128,0.003451
1,313,B,0,0,8,0,8,1,0,0,0,ongoing,-,0,-0.024955,-0.027035,0.003682,0.002190
1,314,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.012962,-0.013390,0.001595,0.000451
1,315,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001593,-0.002940,0.000168,0.001417
1,316,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.020975,-0.025815,0.001359,0.005095
1,317,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.005893,0.005914,0.004566,-0.000022
1,318,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016637,0.014586,0.000003,0.002158
1,319,B,0,0,8,1,8,2,0,0,0,ongoing,-,0,-0.025120,-0.026017,0.002434,0.000944
1,320,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.013002,-0.012314,0.000390,-0.000723
1,321,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001633,-0.001875,-0.000964,0.000254
1,322,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.021015,-0.024773,0.000237,0.003956
1,323,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.005853,0.006877,0.003467,-0.001077
1,324,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016597,0.015544,-0.001012,0.001108
1,325,B,0,0,8,2,8,3,0,0,0,ongoing,-,0,-0.025160,-0.025103,0.001423,-0.000060
1,326,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.013042,-0.011456,-0.000579,-0.001669
1,327,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001673,-0.001026,-0.001876,-0.000682
1,328,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.021055,-0.023943,-0.000665,0.003040
1,329,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.005813,0.007644,0.002582,-0.001927
1,330,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016557,0.016307,-0.001831,0.000263
1,331,B,0,0,8,3,8,4,0,0,0,ongoing,-,0,-0.025200,-0.024376,0.000610,-0.000868
1,332,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.013082,-0.010773,-0.001359,-0.002430
1,333,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001713,-0.000350,-0.002610,-0.001435
1,334,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.021095,-0.023283,-0.001392,0.002303
1,335,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.005773,0.008255,0.001870,-0.002612
1,336,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016517,0.016913,-0.002489,-0.000417
1,337,B,0,0,8,8,8,7,0,0,0,ongoing,-,0,-0.025115,-0.023799,-0.000044,-0.001385
1,338,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.013122,-0.010236,-0.001856,-0.003037
1,339,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001753,0.000064,-0.003199,-0.001912
1,340,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.021135,-0.022760,-0.001850,0.001711
1,341,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.005733,0.008621,0.001295,-0.003039
1,342,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016477,0.017397,-0.002898,-0.000969
1,343,B,0,0,8,4,8,3,0,0,0,ongoing,-,0,-0.025280,-0.023456,-0.000576,-0.001920
1,344,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.013162,-0.009794,-0.002375,-0.003545
1,345,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001793,0.000500,-0.003688,-0.002414
1,346,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.021175,-0.022334,-0.002333,0.001220
1,347,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.005693,0.009015,0.000820,-0.003496
1,348,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016437,0.017787,-0.003337,-0.001422
1,349,B,0,0,8,3,8,2,0,0,0,ongoing,-,0,-0.025320,-0.023086,-0.001011,-0.002351
1,350,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.013202,-0.009446,-0.002793,-0.003953
1,351,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001833,0.000844,-0.004083,-0.002818
1,352,W,0,0,4,0,3,1,0,0,0,ongoing,-,0,-0.021215,-0.021999,-0.002722,0.000825
1,353,B,0,1,1,0,0,0,0,0,0,ongoing,-,0,0.005653,0.009325,0.000437,-0.003865
1,354,W,0,0,3,1,3,0,0,0,0,ongoing,-,0,0.016397,0.018094,-0.003691,-0.001786
1,355,B,0,0,8,2,8,1,0,0,0,ongoing,-,0,-0.025360,-0.022797,-0.001360,-0.002698
1,356,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,-0.013242,-0.009173,-0.003130,-0.004283
1,357,B,0,0,0,0,1,0,0,0,0,ongoing,-,0,-0.001873,0.001113,-0.004401,-0.003144
1,358,W,0,0,4,0,5,1,0,0,0,ongoing,-,0,-0.038005,-0.034721,-0.003035,-0.003457
1,359,B,0,0,1,0,2,1,0,0,0,ongoing,-,0,-0.006512,-0.003383,-0.004097,-0.003293
1,360,W,0,0,5,1,4,2,0,0,0,ongoing,-,0,-0.017143,-0.017018,-0.003279,-0.000132
1,361,B,0,0,2,1,2,2,0,0,0,ongoing,-,0,-0.010025,-0.012690,-0.000411,0.002805
1,362,W,0,0,4,2,5,3,0,0,0,ongoing,-,0,0.161968,0.166809,0.002531,-0.005096
1,363,B,0,0,2,2,2,3,0,0,0,ongoing,-,0,-0.001913,-0.001506,-0.001774,-0.000429
1,364,W,0,0,5,3,4,2,0,0,0,ongoing,-,0,-0.021670,-0.024475,-0.000424,0.002953
1,365,B,0,0,2,3,1,2,0,0,0,ongoing,-,0,-0.027177,-0.026283,0.002462,-0.000940
1,366,W,0,0,4,2,3,1,0,0,0,ongoing,-,0,-0.021683,-0.023412,-0.001527,0.001820
1,367,B,0,0,0,0,0,1,0,0,0,ongoing,-,0,-0.002315,-0.004495,0.001373,0.002294
1,368,W,0,0,3,1,4,2,0,0,0,ongoing,-,0,0.175803,0.178591,0.002169,-0.002934
1,369,B,0,0,8,1,8,0,0,0,0,ongoing,-,0,-0.025578,-0.026973,0.000677,0.001468
1,370,W,0,0,4,2,3,3,0,0,0,ongoing,-,0,-0.021710,-0.025897,0.000903,0.004408
1,371,B,0,0,1,2,1,3,0,0,0,ongoing,-,0,-0.010092,-0.017124,0.003858,0.007402
1,372,W,0,0,3,3,4,3,0,0,0,ongoing,-,0,0.166902,0.167780,0.006929,-0.000925
1,373,B,0,0,0,1,0,0,0,0,0,ongoing,-,0,-0.025605,-0.028586,0.002468,0.003138
1,374,W,0,0,4,3,3,2,0,0,0,ongoing,-,0,-0.021737,-0.027764,0.002501,0.006345
1,375,B,0,0,1,3,1,2,0,0,0,ongoing,-,0,-0.010118,-0.018969,0.005722,0.009317
1,376,W,0,0,3,2,4,2,0,0,0,ongoing,-,0,0.166875,0.166261,0.008758,0.000646
1,377,B,0,0,8,7,8,8,0,0,0,ongoing,-,0,-0.025632,-0.029935,0.003981,0.004530
1,378,W,0,0,4,2,3,1,0,0,0,ongoing,-,0,-0.021763,-0.029368,0.003831,0.008005
1,379,B,0,0,1,2,1,3,0,0,0,ongoing,-,0,-0.031395,-0.035947,0.007319,0.004792
1,380,W,0,0,3,1,3,2,0,0,0,ongoing,-,0,-0.010152,-0.016191,0.003901,0.006358
1,381,B,0,0,1,3,1,2,0,0,0,ongoing,-,0,-0.010158,-0.019199,0.005944,0.009516
1,382,W,0,0,3,2,4,2,0,0,0,ongoing,-,0,0.166835,0.166170,0.008944,0.000700
1,383,B,0,0,0,0,0,1,0,0,0,ongoing,-,0,-0.025422,-0.029924,0.004048,0.004739
1,384,W,0,0,4,2,4,1,0,0,0,ongoing,-,0,-0.030553,-0.033008,0.004036,0.002584
1,385,B,0,0,1,2,1,1,0,0,0,ongoing,-,0,-0.002060,-0.005142,0.001835,0.003244
1,386,W,0,0,4,1,3,0,0,0,0,ongoing,-,0,-0.022192,-0.028749,0.003103,0.006902
1,387,B,0,0,0,1,0,0,0,0,0,ongoing,-,0,-0.002698,-0.009509,0.006239,0.007169
1,388,W,0,0,3,0,4,1,0,0,0,ongoing,-,0,0.176045,0.174738,0.006826,0.001375
1,389,B,0,0,8,0,8,1,0,0,0,ongoing,-,0,-0.025462,-0.030758,0.004880,0.005575
1,390,W,0,0,4,1,3,2,0,0,0,ongoing,-,0,-0.021843,-0.030553,0.004832,0.009168
1,391,B,0,1,1,1,0,0,0,0,0,ongoing,-,0,-0.018850,-0.021190,0.008427,0.002463
1,392,W,0,0,3,2,4,1,0,0,0,ongoing,-,0,-0.008482,-0.010365,0.001876,0.001982
1,393,B,0,0,0,0,2,0,0,0,0,ongoing,-,0,-0.018363,-0.025777,0.001744,0.007803
1,394,W,0,0,4,1,4,0,0,0,0,ongoing,-,0,-0.002495,-0.009370,0.007242,0.007237
1,395,B,0,0,2,0,1,1,0,0,0,ongoing,-,0,0.162998,0.161553,0.006862,0.001521
1,396,W,0,0,4,0,4,1,0,0,0,ongoing,-,0,-0.001758,-0.006389,0.004753,0.004874
1,397,B,0,0,8,1,8,0,0,0,0,ongoing,-,0,-0.025765,-0.030705,0.004646,0.005200
1,398,W,0,0,4,1,3,2,0,0,0,ongoing,-,0,-0.021897,-0.030480,0.004457,0.009035
1,399,B,0,1,1,1,0,0,0,0,0,ongoing,-,0,-0.018903,-0.020878,0.008298,0.002079
1,400,W,0,0,3,2,4,1,0,0,0,ongoing,-,0,-0.008535,-0.009894,0.001495,0.001430
1,401,B,0,0,8,0,8,1,0,0,0,ongoing,-,0,-0.000542,-0.001988,0.001212,0.001522
1,402,W,0,0,4,1,5,0,0,0,0,ongoing,-,0,-0.026048,-0.027029,0.001461,0.001032
1,403,B,0,0,8,1,8,0,0,0,0,ongoing,-,0,0.002195,0.001491,0.000472,0.000741
1,404,W,0,0,5,0,5,1,0,0,0,ongoing,-,0,-0.027312,-0.028128,0.000761,0.000859
1,405,B,0,0,8,0,8,1,0,0,0,ongoing,-,0,0.002432,0.002379,0.000290,0.000055
1,406,W,0,0,5,1,4,2,0,0,0,ongoing,-,0,-0.022700,-0.022738,0.000096,0.000040
1,407,B,0,0,8,1,8,2,0,0,0,ongoing,-,0,-0.000707,-0.000372,-0.000391,-0.000352
1,408,W,0,0,4,2,4,1,0,0,0,ongoing,-,0,-0.000713,-0.000318,-0.000352,-0.000416
1,409,B,0,0,0,0,1,1,0,0,0,ongoing,-,0,0.003155,0.001957,-0.000415,0.001261
1,410,W,0,0,4,1,3,2,0,0,0,ongoing,-,0,-0.021977,-0.027421,0.001309,0.005731
1,411,B,0,1,1,1,0,0,0,0,0,ongoing,-,0,-0.018983,-0.018212,0.005117,-0.000812
1,412,W,0,0,3,2,4,2,0,0,0,ongoing,-,0,-0.013615,-0.012439,-0.001285,-0.001238
1,413,B,0,0,0,0,2,0,0,0,0,ongoing,-,0,-0.013872,-0.015196,-0.001460,0.001394
1,414,W,0,0,4,2,4,1,0,0,0,ongoing,-,0,-0.010378,-0.014192,0.001114,0.004014
1,415,B,0,0,2,0,2,1,0,0,0,ongoing,-,0,-0.010010,-0.017230,0.003687,0.007600
1,416,W,0,0,4,1,5,1,0,0,0,ongoing,-,0,0.166608,0.168388,0.007108,-0.001873
1,417,B,0,0,8,2,8,1,0,0,0,ongoing,-,0,-0.002773,-0.005025,0.001683,0.002370
1,418,W,0,0,5,1,4,0,0,0,0,ongoing,-,0,-0.017905,-0.024021,0.002226,0.006438
1,419,B,0,0,2,1,2,0,0,0,0,ongoing,-,0,-0.002662,-0.009587,0.005872,0.007290
1,420,W,0,0,4,0,5,0,0,0,0,ongoing,-,0,0.167457,0.167284,0.006933,0.000182
1,421,B,0,0,8,1,8,0,0,0,0,ongoing,-,0,-0.002925,-0.006995,0.003724,0.004284
1,422,W,0,0,5,0,4,0,0,0,0,ongoing,-,0,-0.014057,-0.023337,0.004053,0.009769
1,423,B,0,0,2,0,1,1,0,0,0,ongoing,-,0,0.162812,0.159946,0.009163,0.003017
1,424,W,0,0,4,0,5,0,0,0,0,ongoing,-,0,-0.035320,-0.041225,0.006263,0.006216
1,425,B,0,0,1,1,0,2,0,0,0,ongoing,-,0,-0.026202,-0.029680,0.005214,0.003661
1,426,W,0,0,5,0,4,1,0,0,0,ongoing,-,0,0.007542,0.004160,0.002978,0.003560
1,427,B,0,0,0,0,0,1,0,0,0,ongoing,-,0,-0.000840,-0.004415,0.003582,0.003763
1,428,W,0,0,4,1,3,2,0,0,0,ongoing,-,0,0.002653,-0.001770,0.003604,0.004656
1,429,B,0,1,0,2,0,1,0,0,0,ongoing,-,0,0.027147,0.023494,0.004545,0.003845
1,430,W,0,0,3,2,3,1,0,0,0,ongoing,-,0,0.016265,0.008894,0.004247,0.007759
1,431,B,0,0,8,0,8,1,0,0,0,ongoing,-,0,-0.025742,-0.030943,0.007857,0.005475
1,432,W,0,0,3,1,4,1,0,0,0,ongoing,-,0,-0.013748,-0.016904,0.004628,0.003322
1,433,B,0,0,0,1,1,1,0,0,0,ongoing,-,0,-0.002130,-0.006441,0.002863,0.004537
1,434,W,0,0,4,1,5,1,0,0,0,ongoing,-,0,-0.033887,-0.037214,0.004339,0.003502
1,435,B,0,0,1,1,2,1,0,0,0,ongoing,-,0,-0.007393,-0.010630,0.002593,0.003407
1,436,W,0,0,5,1,4,0,0,0,0,ongoing,-,0,-0.018025,-0.025135,0.003117,0.007484
1,437,B,0,0,2,1,2,0,0,0,0,ongoing,-,0,-0.002782,-0.010822,0.006863,0.008463
1,438,W,0,0,4,0,5,0,0,0,0,ongoing,-,0,0.167337,0.166541,0.008047,0.000838
1,439,B,0,0,8,1,8,0,0,0,0,ongoing,-,0,-0.003045,-0.007884,0.004408,0.005094
1,440,W,0,0,5,0,4,0,0,0,0,ongoing,-,0,-0.014177,-0.024382,0.004824,0.010742
1,441,B,0,0,2,0,1,0,0,0,0,ongoing,-,0,0.167317,0.163365,0.010083,0.004160
1,442,W,0,0,4,0,3,0,0,0,0,ongoing,-,0,-0.018690,-0.031788,0.007623,0.013787
1,443,B,0,1,1,0,0,1,0,0,0,ongoing,-,0,0.181303,0.175810,0.012896,0.005782
1,444,W,0,0,3,0,4,1,0,0,0,ongoing,-,0,-0.008453,-0.017073,0.009367,0.009073
1,445,B,0,0,0,1,1,1,0,0,0,ongoing,-,0,-0.082210,-0.091948,0.008515,0.010250
1,446,W,0,0,4,1,3,2,0,0,0,ongoing,-,0,-0.022217,-0.034990,0.008078,0.013446
1,447,B,0,0,0,1,0,2,0,0,0,ongoing,-,0,-0.002973,-0.015488,0.012489,0.013173
1,448,W,0,0,3,2,4,1,0,0,0,ongoing,-,0,0.175270,0.169781,0.012524,0.005778
1,449,B,0,0,1,1,2,2,0,0,0,ongoing,-,0,-0.022237,-0.037593,0.009280,0.016164
1,450,W,0,0,4,1,4,2,0,0,0,ongoing,-,0,-0.010618,-0.028220,0.015119,0.018529
1,451,B,0,0,2,2,1,2,0,0,0,ongoing,-,0,0.166375,0.158830,0.017473,0.007942
1,452,W,0,0,4,2,3,1,0,0,0,ongoing,-,0,-0.022257,-0.038251,0.011179,0.016836
1,453,B,0,1,1,2,0,2,0,0,0,ongoing,-,0,0.004987,-0.003297,0.015730,0.008720
1,454,W,0,0,3,1,3,2,0,0,0,ongoing,-,0,0.016105,0.004610,0.008305,0.012100
1,455,B,0,0,8,0,8,1,0,0,0,ongoing,-,0,-0.025902,-0.034956,0.012020,0.009531
1,456,W,0,0,3,2,4,2,0,0,0,ongoing,-,0,-0.013908,-0.020328,0.008478,0.006757
1,457,B,0,0,0,2,1,2,0,0,0,ongoing,-,0,-0.002540,-0.010093,0.006127,0.007951
1,458,W,0,0,4,2,3,1,0,0,0,ongoing,-,0,-0.022297,-0.034719,0.007595,0.013077
1,459,B,0,1,1,2,0,2,0,0,0,ongoing,-,0,0.004947,-0.000154,0.012123,0.005369
1,460,W,0,0,3,1,3,2,0,0,0,ongoing,-,0,0.016065,0.007833,0.005100,0.008665
1,461,B,0,0,8,8,8,7,0,0,0,ongoing,-,0,-0.025942,-0.032006,0.008726,0.006383
1,462,W,0,0,3,2,4,2,0,0,0,ongoing,-,0,-0.013948,-0.017450,0.005464,0.003686
1,463,B,0,0,0,2,1,2,0,0,0,ongoing,-,0,-0.002580,-0.007388,0.003181,0.005061
1,464,W,0,0,4,2,3,1,0,0,0,ongoing,-,0,-0.022337,-0.031973,0.004827,0.010143
1,465,B,0,1,1,2,0,2,0,0,0,ongoing,-,0,0.004907,0.002264,0.009308,0.002781
1,466,W,0,0,3,1,3,2,0,0,0,ongoing,-,0,0.016025,0.010339,0.002626,0.005985
1,467,B,0,0,8,1,8,2,0,0,0,ongoing,-,0,-0.026107,-0.029739,0.006156,0.003824
1,468,W,0,0,3,2,4,2,0,0,0,ongoing,-,0,-0.013988,-0.015209,0.003008,0.001284
1,469,B,0,0,0,2,1,2,0,0,0,ongoing,-,0,-0.002620,-0.005190,0.000880,0.002705
1,470,W,0,0,4,2,3,1,0,0,0,ongoing,-,0,-0.022377,-0.029840,0.002570,0.007856
1,471,B,0,1,1,2,0,2,0,0,0,ongoing,-,0,0.004867,0.004234,0.007116,0.000666
1,472,W,0,0,3,1,3,2,0,0,0,ongoing,-,0,0.015985,0.012279,0.000602,0.003901
1,473,B,0,0,8,2,8,3,0,0,0,ongoing,-,0,-0.026147,-0.027895,0.004161,0.001841
1,474,W,0,0,3,2,4,2,0,0,0,ongoing,-,0,-0.014028,-0.013482,0.001107,-0.000575
1,475,B,0,0,0,2,1,2,0,0,0,ongoing,-,0,-0.002660,-0.003498,-0.000901,0.000882
1,476,W,0,0,4,2,3,1,0,0,0,ongoing,-,0,-0.022417,-0.028199,0.000824,0.006086
1,477,B,0,1,1,2,0,2,0,0,0,ongoing,-,0,0.004827,0.005749,0.005419,-0.000971
1,478,W,0,0,3,1,3,2,0,0,0,ongoing,-,0,0.015945,0.013771,-0.000963,0.002288
1,479,B,0,0,8,3,8,4,0,0,0,ongoing,-,0,-0.026187,-0.026479,0.002619,0.000308
1,480,W,0,0,3,2,4,2,0,0,0,ongoing,-,0,-0.014068,-0.012156,-0.000362,-0.002013
1,481,B,0,0,0,2,1,2,0,0,0,ongoing,-,0,-0.002700,-0.002199,-0.002279,-0.000527
1,482,W,0,0,4,2,3,1,0,0,0,ongoing,-,0,-0.022457,-0.026939,-0.000525,0.004719
1,483,B,0,1,1,2,0,2,0,0,0,ongoing,-,0,0.004787,0.006912,0.004107,-0.002237
1,484,W,0,0,3,1,3,2,0,0,0,ongoing,-,0,0.015905,0.014915,-0.002173,0.001043
1,485,B,0,0,8,4,8,5,0,0,0,ongoing,-,0,-0.026227,-0.025396,0.001429,-0.000875
1,486,W,0,0,3,2,4,2,0,0,0,ongoing,-,0,-0.014108,-0.011140,-0.001497,-0.003125
1,487,B,0,0,0,2,1,2,0,0,0,ongoing,-,0,-0.002740,-0.001205,-0.003343,-0.001616
1,488,W,0,0,4,2,3,1,0,0,0,ongoing,-,0,-0.022497,-0.025976,-0.001567,0.003663
1,489,B,0,1,1,2,0,2,0,0,0,ongoing,-,0,0.004747,0.007801,0.003094,-0.003215
1,490,W,0,0,3,1,3,2,0,0,0,ongoing,-,0,0.015865,0.015788,-0.003108,0.000081
1,491,B,0,0,8,5,8,6,0,0,0,ongoing,-,0,-0.026267,-0.024569,0.000511,-0.001787
1,492,W,0,0,3,2,4,2,0,0,0,ongoing,-,0,-0.014148,-0.010365,-0.002373,-0.003982
1,493,B,0,0,0,2,1,2,0,0,0,ongoing,-,0,-0.002780,-0.000447,-0.004165,-0.002455
1,494,W,0,0,4,2,4,1,0,0,0,ongoing,-,0,-0.031287,-0.027381,-0.002370,-0.004111
1,495,B,0,0,1,2,1,1,0,0,0,ongoing,-,0,-0.002793,0.000044,-0.004684,-0.002987
1,496,W,0,0,4,1,3,0,0,0,0,ongoing,-,0,-0.022925,-0.024776,-0.002878,0.001948
1,497,B,0,0,1,1,1,0,0,0,0,ongoing,-,0,-0.003182,-0.006136,0.001433,0.003109
1,498,W,0,0,3,0,4,0,0,0,0,ongoing,-,0,0.166937,0.171655,0.002919,-0.004967
1,499,B,0,0,1,0,2,0,0,0,0,ongoing,-,0,-0.019070,-0.025950,-0.000903,0.007242
1,500,W,0,0,4,0,5,0,0,0,0,ongoing,-,0,0.166923,0.168367,0.006638,-0.001520
1,501,B,0,0,2,0,3,0,0,0,0,ongoing,-,0,-0.019083,-0.029337,0.002384,0.010793
1,502,W,0,0,5,0,6,0,0,0,0,ongoing,-,0,0.166910,0.165379,0.010026,0.001612
1,503,B,0,0,0,2,0,1,0,0,0,ongoing,-,0,-0.026347,-0.032354,0.005371,0.006323
1,504,W,0,0,6,0,5,0,0,0,0,ongoing,-,0,-0.019103,-0.030638,0.005431,0.012141
1,505,B,0,0,3,0,2,0,0,0,0,ongoing,-,0,0.166890,0.162562,0.011267,0.004556
1,506,W,0,0,5,0,4,0,0,0,0,ongoing,-,0,-0.019117,-0.033537,0.008229,0.015179
1,507,B,0,0,2,0,1,0,0,0,0,ongoing,-,0,0.166877,0.160018,0.014164,0.007220
1,508,W,0,0,4,0,3,0,0,0,0,ongoing,-,0,-0.019130,-0.036178,0.010769,0.017945
1,509,B,0,1,1,0,0,1,0,0,0,ongoing,-,0,0.180863,0.172791,0.016802,0.008497
