run_timestamp,data_path,model_path,rows,train_rows,val_rows,epochs,learning_rate,l2,epoch,train_mse,val_mse
1780337870,value_data_smoke.csv,models\value_weights.bin,2000,1800,200,2,0.01000000,0.0000100000,1,0.37134853,0.34151956
1780337870,value_data_smoke.csv,models\value_weights.bin,2000,1800,200,2,0.01000000,0.0000100000,2,0.31218815,0.29347050
